Name,RA,DEC,g_elves_mag,r_elves_mag_orig,i_elves_mag,g_elves_err,r_elves_err_orig,i_elves_err,log_sm,log_sm_err,quenched,HOST,RHOST_KPC,HOST_DIST,HOST_MK,HOST_LOG_SM,Mg,Mv,sb_v,sb_v_err,radius,radius_err,sbf_distance,r_elves_mag,r_elves_err,g_mag,r_mag,g_err,r_err,Mr,l_SFRHa,SFRHa,l_SFRFUV,SFRFUV,quenched_sfr,FUV_upper_limit_flag,Ha_upper_limit_flag,Name_Host,r_cover,Confirmed,Psat
dw1119p5543,169.9523,55.7224,16.18,15.81,,0.09,0.09,,7.37,0.13,0,NGC3556,195.3,9.55,-22.76,9.94,-13.72,-13.94,21.21,0.11,433.2,23.7,,15.81,0.09,16.13242,15.70059,0.0869938342642741,0.0893722205162208,-14.201602,,-3.24,,-2.81,0.0,0,0,NGC3556,300,True,1.0
dw1104p5534,166.1661,55.5745,20.2,19.71,,0.15,0.14,,5.97,0.16,1,NGC3556,161.7,9.55,-22.76,9.94,-9.7,-9.99,24.23,0.21,252.7,32.9,,19.71,0.14,20.14834,19.601430000000004,0.1449781624935286,0.1390239652002488,-10.301354,,,,,,0,0,NGC3556,300,False,0.05
dw1108p5520,167.2484,55.3412,19.08,18.49,,0.11,0.11,,6.61,0.14,1,NGC3556,80.9,9.55,-22.76,9.94,-10.82,-11.17,24.65,0.16,431.0,39.8,,18.49,0.11,19.02494,18.38213,0.1063257974341128,0.1092327139642698,-11.522814,,,,,,0,0,NGC3556,300,False,0.75
dw1109p5447,167.305,54.7856,19.45,19.22,,0.12,0.12,,5.82,0.14,0,NGC3556,157.5,9.55,-22.76,9.94,-10.45,-10.59,24.34,0.17,304.4,31.2,,19.22,0.12,19.40718,19.10961,0.1159917790190322,0.1191629606882944,-10.793558,,,,,,0,0,NGC3556,300,False,0.5
dw1110p5429,167.6471,54.4973,20.48,20.06,,0.16,0.16,,5.74,0.18,0,NGC3556,197.1,9.55,-22.76,9.94,-9.42,-9.67,24.86,0.23,234.1,33.6,,20.06,0.16,20.43072,19.95094,0.1546557053587096,0.1588839475843925,-9.952332000000002,,,,,,0,0,NGC3556,300,False,0.55
dw1111p5631,167.9472,56.532,18.78,18.26,,0.11,0.11,,6.61,0.14,1,NGC3556,143.4,9.55,-22.76,9.94,-11.12,-11.42,24.28,0.15,664.8,56.7,,18.26,0.11,18.72732,18.151640000000004,0.1063257974341128,0.1092327139642698,-11.743791999999996,,,,,,0,0,NGC3556,300,False,0.65
dw1111p5547,167.9859,55.7993,19.97,19.39,,0.14,0.13,,6.23,0.15,1,NGC3556,23.5,9.55,-22.76,9.94,-9.93,-10.27,24.24,0.2,233.6,28.2,,19.39,0.13,19.91528,19.28206,0.1353122093530366,0.1290937198317563,-10.618668,,,,,,0,0,NGC3556,300,False,0.3
dw1113p5529,168.2805,55.4926,20.6,20.41,,0.16,0.18,,5.31,0.18,0,NGC3556,48.6,9.55,-22.76,9.94,-9.3,-9.41,25.48,0.24,328.9,49.3,,20.41,0.18,20.55854,20.29933,0.1546811171410395,0.1787435089730533,-9.596974000000005,,,,,,0,0,NGC3556,300,False,0.65
dw1113p5541,168.293,55.6886,20.13,19.63,,0.14,0.14,,6.02,0.16,1,NGC3556,39.4,9.55,-22.76,9.94,-9.77,-10.06,25.23,0.21,428.3,54.4,,19.63,0.14,20.078,19.5215,0.1353237421888709,0.1390234541363434,-10.3755,,,,,,0,0,NGC3556,300,False,0.65
dw1113p5644,168.3996,56.7355,20.21,19.94,,0.15,0.15,,5.58,0.17,0,NGC3556,183.7,9.55,-22.76,9.94,-9.69,-9.85,24.57,0.21,227.6,29.8,,19.94,0.15,20.16582,19.82989,0.1449897237737902,0.148953700860368,-10.070142,,,,,,0,0,NGC3556,300,False,0.3
dw1116p5551,169.0317,55.8617,21.16,20.66,,0.19,0.19,,5.6,0.22,1,NGC3556,112.9,9.55,-22.76,9.94,-8.74,-9.03,25.51,0.3,284.7,52.3,,20.66,0.19,21.108,20.5515,0.1836536501134676,0.1886746877564661,-9.345499999999998,,,,,,0,0,NGC3556,300,False,0.5
dw1116p5537,169.1718,55.6168,18.97,18.38,,0.11,0.11,,6.65,0.14,1,NGC3556,122.3,9.55,-22.76,9.94,-10.93,-11.28,22.23,0.15,229.6,20.5,,18.38,0.11,18.91494,18.27213,0.1063257974341128,0.1092327139642698,-11.632814,,,,,,0,0,NGC3556,300,False,0.05
dw1122p5515,170.7418,55.262,19.84,19.28,,0.13,0.13,,6.25,0.15,1,NGC3556,279.4,9.55,-22.76,9.94,-10.06,-10.39,24.47,0.19,283.2,32.7,,19.28,0.13,19.78596,19.171920000000004,0.1256577606039515,0.1290932074123189,-10.730376,,,,,,0,0,NGC3556,300,False,0.45
dw1123p5602,170.832,56.0487,19.68,19.34,,0.13,0.13,,5.93,0.15,0,NGC3556,283.7,9.55,-22.76,9.94,-10.22,-10.42,24.01,0.18,236.9,26.1,,19.34,0.13,19.63344,19.23038,0.1256577606039515,0.1290932074123189,-10.669164,,,,,,0,0,NGC3556,300,False,0.35
NGC3593,168.6539,12.8178,11.17,10.26,,0.08,0.09,,10.43,0.13,0,NGC3627,253.6,10.5,-24.17,10.66,-18.93,-19.47,16.07,0.11,2864.4,135.0,,10.26,0.09,11.02204,10.09926,0.0606701903738565,0.1105931372192687,-20.010596,,-0.55,,-1.55,0.0,0,0,NGC3627,300,True,1.0
dw1114p1238,168.6877,12.6477,17.18,16.83,,0.09,0.1,,7.01,0.13,0,NGC3627,253.6,10.5,-24.17,10.66,-12.93,-13.13,21.78,0.12,367.0,22.6,,16.83,0.1,17.1331,16.72045,0.0870064572316331,0.0993019984693158,-13.383310000000002,,,,-2.74,0.0,0,0,NGC3627,300,True,1.0
dw1117p1305,169.2544,13.0993,15.55,15.07,,0.09,0.09,,7.91,0.13,0,NGC3627,145.6,10.5,-24.17,10.66,-14.56,-14.84,21.77,0.11,724.6,37.8,,15.07,0.09,15.49868,14.96136,0.0869938342642741,0.0893722205162208,-15.147207999999996,,,,-2.83,0.0,0,0,NGC3627,300,True,1.0
dw1118p1233,169.6759,12.5614,17.07,16.48,,0.09,0.09,,7.48,0.13,1,NGC3627,104.8,10.5,-24.17,10.66,-13.04,-13.38,22.5,0.12,521.0,31.8,9.67,16.48,0.09,17.01494,16.372130000000002,0.0869938342642741,0.0893722205162208,-13.732814,,,,,,0,0,NGC3627,300,True,1.0
dw1118p1348,169.7234,13.8054,18.86,18.39,,0.11,0.11,,6.57,0.14,1,NGC3627,160.9,10.5,-24.17,10.66,-11.24,-11.52,25.58,0.15,654.2,56.9,9.86,18.39,0.11,18.80902,18.28129,0.1063257974341128,0.1092327139642698,-11.823062,,,,,,0,0,NGC3627,300,True,1.0
NGC3623,169.733,13.0924,,,,,,,10.69,,0,NGC3627,61.6,10.5,-24.17,10.66,,-20.9,,,,,,,,,,,,,,,,-0.12,0.0,0,0,NGC3627,300,True,1.0
dw1119p1419,169.8029,14.3272,16.39,15.9,,0.09,0.09,,7.59,0.13,0,NGC3627,249.1,10.5,-24.17,10.66,-13.72,-14.0,23.79,0.11,1257.1,69.9,,15.9,0.09,16.33834,15.79143,0.0869938342642741,0.0893722205162208,-14.311354000000003,,,,-3.57,1.0,0,0,NGC3627,300,True,1.0
dw1119p1157,169.8098,11.9524,16.22,15.95,,0.09,0.09,,7.26,0.13,0,NGC3627,195.7,10.5,-24.17,10.66,-13.89,-14.04,22.58,0.11,937.5,51.6,,15.95,0.09,16.175819999999998,15.83989,0.0869938342642741,0.0893722205162208,-14.260142,,,,-2.18,0.0,0,0,NGC3627,300,True,1.0
dw1119p1417,169.8161,14.2901,17.12,16.66,,0.09,0.09,,7.26,0.13,0,NGC3627,242.0,10.5,-24.17,10.66,-12.98,-13.26,21.26,0.12,365.4,22.4,,16.66,0.09,17.06936,16.55122,0.0869938342642741,0.0893722205162208,-13.558916000000004,,,,-3.47,0.0,0,0,NGC3627,300,True,1.0
dw1119p1404,169.8397,14.0755,16.5,15.91,,0.09,0.09,,7.72,0.13,1,NGC3627,202.6,10.5,-24.17,10.66,-13.61,-13.95,23.21,0.11,953.1,53.5,9.48,15.91,0.09,16.44494,15.80213,0.0869938342642741,0.0893722205162208,-14.302814,,,,,,0,0,NGC3627,300,True,1.0
dw1120p1332,170.0666,13.5488,17.91,17.4,,0.1,0.1,,7.02,0.13,1,NGC3627,102.1,10.5,-24.17,10.66,-12.19,-12.49,23.78,0.13,667.0,46.7,11.43,17.4,0.1,17.85766,17.29157,0.0966598158491935,0.0993024672402453,-12.809646,,,,,,0,0,NGC3627,300,True,1.0
NGC3628,170.0707,13.5897,,,,,,,10.64,,0,NGC3627,109.6,10.5,-24.17,10.66,,-20.7,,,,,,,,,,,,,,,,-0.07,0.0,0,0,NGC3627,300,True,1.0
dw1120p1337,170.2549,13.6072,14.46,13.74,,0.09,0.09,,8.77,0.13,1,NGC3627,117.9,10.5,-24.17,10.66,-15.64,-16.06,24.69,0.11,13337.2,658.8,,13.74,0.09,14.37968,13.61992,0.0662263029316902,0.1109445591275209,-16.479832,,,,-4.78,1.0,0,0,NGC3627,300,True,1.0
dw1121p1326,170.4037,13.4471,19.43,18.8,,0.12,0.11,,6.63,0.14,1,NGC3627,103.3,10.5,-24.17,10.66,-10.67,-11.05,24.94,0.17,502.2,51.2,8.69,18.8,0.11,19.37358,18.69241,0.1159803172956515,0.1092332298341489,-11.419398,,,,,,0,0,NGC3627,300,True,1.0
dw1122p1258,170.6002,12.9795,16.53,16.03,,0.09,0.09,,7.56,0.13,1,NGC3627,96.1,10.5,-24.17,10.66,-13.57,-13.87,21.55,0.11,421.1,27.3,11.66,16.03,0.09,16.478,15.9215,0.0869938342642741,0.0893722205162208,-14.1855,,,,-3.87,1.0,0,0,NGC3627,300,True,1.0
IC2782,170.7307,13.4413,14.63,14.04,,0.09,0.09,,8.47,0.13,1,NGC3627,145.0,10.5,-24.17,10.66,-15.48,-15.82,21.21,0.11,915.7,45.4,10.46,14.04,0.09,14.57494,13.93213,0.0869938342642741,0.0893722205162208,-16.172814000000002,,,,-4.12,1.0,0,0,NGC3627,300,True,1.0
dw1123p1342,170.806,13.7141,17.55,17.49,,0.09,0.1,,6.36,0.13,0,NGC3627,187.4,10.5,-24.17,10.66,-12.55,-12.6,25.91,0.12,1557.2,102.0,,17.49,0.1,17.51296,17.37842,0.0870064572316331,0.0993019984693158,-12.733076000000004,,,,,,0,0,NGC3627,300,True,1.0
IC2787,170.8296,13.6298,14.95,14.45,,0.09,0.09,,8.18,0.13,0,NGC3627,180.0,10.5,-24.17,10.66,-15.16,-15.45,20.14,0.11,1004.2,50.6,11.06,14.45,0.09,14.898,14.3415,0.0869938342642741,0.0893722205162208,-15.7655,<,-4.51,,,1.0,0,1,NGC3627,300,True,1.0
IC2791,170.9066,12.896,16.72,16.34,,0.09,0.09,,7.27,0.13,0,NGC3627,151.8,10.5,-24.17,10.66,-13.38,-13.61,21.16,0.12,538.9,31.3,9.95,16.34,0.09,16.672079999999998,16.23066,0.0869938342642741,0.0893722205162208,-13.875748000000002,,,,-3.15,0.0,0,0,NGC3627,300,True,1.0
dw1124p1240,171.1445,12.6743,18.23,17.77,,0.1,0.1,,6.79,0.13,0,NGC3627,201.9,10.5,-24.17,10.66,-11.88,-12.14,25.93,0.13,957.7,71.6,,17.77,0.1,18.17936,17.66122,0.0966598158491935,0.0993024672402453,-12.438916000000004,,,,,,0,0,NGC3627,300,True,1.0
dw1114p1307,168.7127,13.1316,19.72,19.28,,0.13,0.13,,6.17,0.15,1,NGC3627,242.3,10.5,-24.17,10.66,-10.39,-10.65,26.37,0.18,658.9,73.4,,19.28,0.13,19.67004,19.171080000000003,0.1256577606039515,0.1290932074123189,-10.940624,,,,,,0,0,NGC3627,300,False,0.65
dw1116p1356,169.0325,13.9412,20.06,19.52,,0.14,0.13,,6.2,0.16,1,NGC3627,253.0,10.5,-24.17,10.66,-10.04,-10.36,24.87,0.2,409.2,50.9,,19.52,0.13,20.00664,19.41178,0.1353122093530366,0.1290937198317563,-10.692084,,,,,,0,0,NGC3627,300,False,0.55
dw1116p1324,169.0973,13.4101,19.89,19.1,,0.13,0.12,,6.71,0.15,1,NGC3627,188.5,10.5,-24.17,10.66,-10.22,-10.68,26.69,0.19,2175.7,255.6,,19.1,0.12,19.78476,18.96494,0.0939895568667072,0.1483125577960275,-11.144324,,,,,,0,0,NGC3627,300,False,0.55
dw1117p1250,169.4349,12.8369,20.24,19.79,,0.15,0.14,,5.97,0.17,1,NGC3627,115.6,10.5,-24.17,10.66,-9.87,-10.13,25.6,0.22,708.3,93.5,,19.79,0.14,20.1897,19.68115,0.1449781624935286,0.1390239652002488,-10.424770000000002,,,,,,0,0,NGC3627,300,False,0.75
dw1118p1330,169.5661,13.5139,20.21,19.65,,0.15,0.14,,6.18,0.16,1,NGC3627,130.4,10.5,-24.17,10.66,-9.89,-10.22,25.84,0.21,392.1,51.3,,19.65,0.14,20.15596,19.54192,0.1449781624935286,0.1390239652002488,-10.560376000000002,,,,,,0,0,NGC3627,300,False,0.65
dw1119p1210,169.8996,12.177,21.17,20.59,,0.2,0.19,,5.83,0.22,1,NGC3627,152.1,10.5,-24.17,10.66,-8.93,-9.27,24.88,0.3,243.9,45.0,,20.59,0.19,21.11528,20.48206,0.1933079708651456,0.1886751941830192,-9.618668,,,,,,0,0,NGC3627,300,False,0.35
dw1120p1223,170.2214,12.3918,19.92,19.44,,0.14,0.13,,6.15,0.15,1,NGC3627,113.5,10.5,-24.17,10.66,-10.18,-10.46,24.55,0.19,335.4,39.9,,19.44,0.13,19.86868,19.331360000000004,0.1353122093530366,0.1290937198317563,-10.767208,,,,,,0,0,NGC3627,300,False,0.45
dw1121p1129,170.2651,11.487,20.76,20.24,,0.17,0.17,,5.89,0.19,1,NGC3627,278.2,10.5,-24.17,10.66,-9.34,-9.65,24.53,0.26,348.7,55.3,,20.24,0.17,20.707320000000003,20.13164,0.1643216869436289,0.1688141943084171,-9.973792,,,,,,0,0,NGC3627,300,False,0.3
dw1121p1411,170.372,14.1967,19.64,19.02,,0.13,0.12,,6.5,0.15,1,NGC3627,227.7,10.5,-24.17,10.66,-10.47,-10.83,26.06,0.18,682.5,74.1,,19.02,0.12,19.58392,18.91234,0.1256462605890044,0.1191634746891848,-11.195252000000004,,,,,,0,0,NGC3627,300,False,0.8
dw1123p1346,170.9852,13.7781,19.69,19.11,,0.13,0.12,,6.43,0.15,1,NGC3627,218.8,10.5,-24.17,10.66,-10.41,-10.75,24.87,0.18,413.5,45.7,,19.11,0.12,19.63528,19.00206,0.1256462605890044,0.1191634746891848,-11.098668000000004,,,,,,0,0,NGC3627,300,False,0.7
dw1125p1316,171.4794,13.269,16.88,16.31,,0.09,0.09,,7.52,0.13,1,NGC3627,258.0,10.5,-24.17,10.66,-13.23,-13.56,20.14,0.12,311.2,18.4,,16.31,0.09,16.825619999999997,16.201990000000002,0.0869938342642741,0.0893722205162208,-13.904522,,,,,,0,0,NGC3627,300,False,0.5
dw1126p1246,171.5894,12.7713,20.61,20.12,,0.16,0.16,,5.89,0.18,1,NGC3627,275.8,10.5,-24.17,10.66,-9.49,-9.78,25.12,0.25,300.6,45.2,,20.12,0.16,20.55834,20.011430000000004,0.1546557053587096,0.1588839475843925,-10.091353999999995,,,,,,0,0,NGC3627,300,False,0.7
NGC4248,184.4591,47.4092,12.68,12.2,,0.02,0.02,,8.73,0.1,0,NGC4258,27.3,7.2,-23.7,10.62,-16.6,-16.89,20.22,0.04,1877.2,17.1,7.61,12.2,0.02,12.62868,12.09136,0.0193319631698387,0.019860493448049,-17.197207999999996,,-1.92,,-2.22,0.0,0,0,NGC4258,150,True,1.0
LVJ1218+4655,184.5465,46.9172,16.49,16.29,,0.02,0.03,,6.71,0.1,0,NGC4258,51.3,7.2,-23.7,10.62,-12.8,-12.92,21.85,0.05,562.2,20.4,7.43,16.29,0.03,16.4482,16.1794,0.0193469067295007,0.0297903289676364,-13.11112,,-3.79,,-2.68,0.0,0,0,NGC4258,150,True,1.0
dw1219p4743,184.7757,47.7302,18.16,17.78,,0.16,0.17,,6.36,0.13,1,NGC4258,53.7,7.2,-23.7,10.62,-11.13,-11.35,24.43,0.1,484.4,44.2,7.55,17.78,0.17,18.11208,17.67066,0.1546680380686326,0.1688137153788163,-11.615748,,,,-5.22,1.0,0,0,NGC4258,150,True,1.0
UGC7356,184.7875,47.0899,15.28,14.77,,0.09,0.1,,7.73,0.12,1,NGC4258,27.2,7.2,-23.7,10.62,-14.01,-14.31,23.08,0.16,887.9,60.2,6.29,14.77,0.1,15.227659999999998,14.66157,0.0870064572316331,0.0993019984693158,-14.629646,,-3.92,,-4.49,1.0,0,0,NGC4258,150,True,1.0
dw1220p4729,185.1256,47.4906,20.41,20.15,,0.35,0.27,,5.25,0.17,1,NGC4258,40.4,7.2,-23.7,10.62,-8.87,-9.03,26.9,0.25,429.9,68.2,9.25,20.15,0.27,20.36616,20.03982,0.3382246034811778,0.2681211938657591,-9.245995999999998,,,,-4.21,0.0,0,0,NGC4258,150,True,1.0
dw1220p4649,185.2286,46.8302,18.9,18.43,,0.13,0.1,,6.23,0.14,1,NGC4258,72.8,7.2,-23.7,10.62,-10.39,-10.66,25.21,0.08,422.2,23.6,7.95,18.43,0.1,18.84902,18.32129,0.1256260180058255,0.099304169600274,-10.963062,,,,-4.8,1.0,0,0,NGC4258,150,True,1.0
dw1223p4739,185.9424,47.6589,18.12,17.69,,0.09,0.08,,6.46,0.13,1,NGC4258,111.5,7.2,-23.7,10.62,-11.16,-11.42,24.88,0.07,555.8,80.9,7.41,17.69,0.08,18.07038,17.581010000000003,0.0869825384775588,0.0794424980725052,-11.706478,,,,-4.86,1.0,0,0,NGC4258,150,True,1.0
dw1223p4644,185.9542,46.7495,20.55,20.09,,0.16,0.16,,5.54,0.18,1,NGC4258,125.2,7.2,-23.7,10.62,-8.74,-9.01,24.46,0.24,118.6,17.4,,20.09,0.16,20.49936,19.98122,0.1546557053587096,0.1588839475843925,-9.308916000000004,,,,,,0,0,NGC4258,150,False,0.15
dw1227p0136,186.9438,1.5998,15.72,15.63,,0.09,0.09,,6.96,0.13,0,NGC4517,282.2,8.34,-22.13,9.93,-13.88,-13.94,23.52,0.11,1578.4,83.3,,15.63,0.09,15.68194,15.51863,0.0869938342642741,0.0893722205162208,-14.085513999999998,,,,,,0,0,NGC4517,300,True,1.0
dw1231p0140,187.766,1.6758,15.53,15.18,,0.09,0.09,,7.48,0.13,0,NGC4517,235.5,8.34,-22.13,9.93,-14.07,-14.28,21.88,0.11,496.4,25.8,8.49,15.18,0.09,15.4831,15.07045,0.0869938342642741,0.0893722205162208,-14.533310000000002,,-3.62,,-2.33,0.0,0,0,NGC4517,300,True,1.0
dw1232p0015,188.1505,0.2625,17.51,16.93,,0.09,0.1,,7.09,0.13,1,NGC4517,22.2,8.34,-22.13,9.93,-12.09,-12.43,22.15,0.12,278.5,18.1,9.56,16.93,0.1,17.455280000000002,16.82206,0.0870064572316331,0.0993019984693158,-12.778668000000003,,,,-4.84,1.0,0,0,NGC4517,300,True,1.0
dw1236m0025,189.1755,-0.4305,18.68,18.46,,0.11,0.11,,5.98,0.13,0,NGC4517,164.0,8.34,-22.13,9.93,-10.93,-11.06,23.77,0.14,400.9,33.3,9.38,18.46,0.11,18.63752,18.34954,0.1063257974341128,0.1092327139642698,-11.259412,,,,-3.64,0.0,0,0,NGC4517,300,True,1.0
dw1238p0028,189.5586,0.4771,19.7,19.18,,0.13,0.12,,6.11,0.15,1,NGC4517,206.1,8.34,-22.13,9.93,-9.91,-10.21,26.12,0.18,457.7,50.6,9.21,19.18,0.12,19.64732,19.07164,0.1256462605890044,0.1191634746891848,-10.533791999999998,,,,,,0,0,NGC4517,300,True,1.0
dw1238m0035,189.7051,-0.5978,19.2,18.74,,0.12,0.11,,6.21,0.14,1,NGC4517,243.8,8.34,-22.13,9.93,-10.4,-10.67,23.71,0.16,244.0,23.3,9.2,18.74,0.11,19.14936,18.63122,0.1159803172956515,0.1092332298341489,-10.968916,,,,,,0,0,NGC4517,300,True,1.0
dw1238m0105,189.7086,-1.0868,20.42,19.99,,0.15,0.15,,5.68,0.18,1,NGC4517,282.0,8.34,-22.13,9.93,-9.18,-9.44,24.3,0.23,203.3,28.6,7.27,19.99,0.15,20.37038,19.88101,0.1449897237737902,0.148953700860368,-9.726478000000004,,,,,,0,0,NGC4517,300,True,1.0
dw1239m0039,189.7608,-0.6644,16.88,16.57,,0.09,0.09,,6.88,0.13,0,NGC4517,255.3,8.34,-22.13,9.93,-12.72,-12.91,24.23,0.12,832.2,49.3,8.34,16.57,0.09,16.83446,16.46017,0.0869938342642741,0.0893722205162208,-13.146726,,,,-2.95,0.0,0,0,NGC4517,300,True,1.0
NGC4592,189.8273,-0.5318,12.04,11.66,,0.08,0.09,,8.94,0.13,0,NGC4517,256.3,8.34,-22.13,9.93,-17.56,-17.79,20.05,0.11,2030.4,96.2,,11.66,0.09,11.99208,11.55066,0.0773405585705197,0.0893717544865266,-18.055748,,,,-0.39,0.0,0,0,NGC4517,300,True,1.0
dw1234p2531,188.6007,25.5221,16.72,16.18,,0.03,0.02,,7.64,0.12,1,NGC4565,132.7,11.9,-24.26,10.88,-13.66,-13.97,23.33,0.03,1074.2,28.2,11.87,16.18,0.02,16.666639999999997,16.07178,0.0289879768179843,0.0198611102408702,-14.302084000000004,,,,,,0,0,NGC4565,150,True,1.0
NGC4562,188.8948,25.8503,13.51,13.05,,0.01,0.01,,8.79,0.1,0,NGC4565,45.8,11.9,-24.26,10.88,-16.86,-17.13,21.05,0.0,2004.3,8.0,,13.05,0.01,13.45936,12.94122,0.0096659815849193,0.0099302467240245,-17.428915999999997,,,,,,0,0,NGC4565,150,True,1.0
IC3571,189.0835,26.0843,16.58,16.42,,0.01,0.01,,7.03,0.1,0,NGC4565,20.1,11.9,-24.26,10.88,-13.8,-13.89,22.42,0.02,506.5,5.1,,16.42,0.01,16.539559999999998,16.309120000000004,0.0096659815849193,0.0099302467240245,-14.064536,,,,,,0,0,NGC4565,150,True,1.0
dw1237p2602,189.2549,26.036,18.04,17.65,,0.06,0.07,,6.86,0.1,0,NGC4565,33.0,11.9,-24.26,10.88,-12.33,-12.56,22.22,0.31,457.8,33.6,10.97,17.65,0.07,17.99174,17.54073,0.058008844153284,0.0695112688705939,-12.829894,,,,,,0,0,NGC4565,150,True,1.0
dw1234p2618,188.7398,26.3141,20.25,19.93,,0.06,0.05,,5.85,0.11,0,NGC4565,93.7,11.9,-24.26,10.88,-10.13,-10.32,24.11,0.12,262.3,10.0,,19.93,0.05,20.20412,19.82024,0.0579849256272697,0.0496517764032667,-10.560872,,,,,,0,0,NGC4565,150,False,0.3
dw1235p2616,188.843,26.2706,20.55,20.02,,0.13,0.15,,6.08,0.13,1,NGC4565,74.3,11.9,-24.26,10.88,-9.83,-10.14,22.77,0.45,249.8,51.5,,20.02,0.15,20.49698,19.911710000000003,0.1256835168190324,0.1489527797659379,-10.467938,,,,,,0,0,NGC4565,150,False,0.05
dw1236p2634,189.2441,26.5786,20.9,20.4,,0.18,0.18,,5.9,0.2,1,NGC4565,126.2,11.9,-24.26,10.88,-9.48,-9.77,24.25,0.19,369.6,0.2,,20.4,0.18,20.848,20.2915,0.1739876685285483,0.1787444410324416,-10.0855,,,,,,0,0,NGC4565,150,False,0.1
dw1237p2605,189.3618,26.0855,19.83,19.42,,0.31,0.35,,6.18,0.21,1,NGC4565,55.2,11.9,-24.26,10.88,-10.55,-10.79,26.38,0.24,730.2,189.9,,19.42,0.35,19.78106,19.310870000000005,0.2996963489934437,0.3475567743549246,-11.068185999999995,,,,,,0,0,NGC4565,150,False,0.7
dw1237p2637,189.4283,26.6243,20.19,19.65,,0.08,0.11,,6.26,0.15,1,NGC4565,146.7,11.9,-24.26,10.88,-10.19,-10.5,23.78,0.4,301.9,51.4,,19.65,0.11,20.13664,19.54178,0.0773704465542237,0.1092314354936343,-10.832084000000002,,,,,,0,0,NGC4565,150,False,0.25
dw1237m1125,189.2985,-11.4332,18.32,,17.57,0.06,,0.25,6.77,0.12,1,M104,118.5,9.55,-24.91,11.09,-11.58,-11.87,23.35,0.33,350.1,18.5,7.51,17.808888888888887,0.164715271026113,18.267622222222226,17.700466666666667,0.0582299336708246,0.1635628033722274,-12.190106666666669,,,<,-4.55,1.0,1,0,M104,150,True,1.0
dw1239m1159,189.7877,-11.9867,19.14,,18.66,0.22,,0.22,6.08,0.13,1,M104,69.6,9.55,-24.91,11.09,-10.76,-10.94,25.39,0.19,561.5,117.3,11.33,18.805359477124185,0.1627379582128089,19.093622222222223,18.69570196078432,0.2125920165278038,0.1616061302648424,-11.186941960784312,,,<,-4.2,1.0,1,0,M104,150,True,1.0
dw1239m1143,189.8136,-11.7189,16.46,,15.67,0.03,,0.02,7.57,0.12,1,M104,34.0,9.55,-24.91,11.09,-13.44,-13.74,22.55,0.02,606.1,11.9,9.39,15.922745098039217,0.0166994423337357,16.406733333333335,15.81450588235294,0.0289855614972117,0.0165838758954441,-14.070945882352945,,,<,-3.81,1.0,1,0,M104,150,True,1.0
dw1239m1113,189.8866,-11.2268,18.3,,17.47,0.25,,0.29,6.88,0.12,1,M104,68.5,9.55,-24.91,11.09,-11.6,-11.92,25.31,0.23,683.7,105.6,7.87,17.73660130718954,0.208389393969531,18.245844444444444,17.628545098039215,0.2416039126696501,0.2069380679009036,-12.261785098039216,,,<,-4.47,1.0,1,0,M104,150,True,1.0
dw1239m1120,189.9645,-11.3413,19.47,,18.9,0.1,,0.1,6.07,0.13,1,M104,47.3,9.55,-24.91,11.09,-10.43,-10.65,24.74,0.08,313.3,29.2,9.71,19.07653594771242,0.0739717991876404,19.421622222222226,18.96729019607844,0.0966327347853654,0.0734573319385647,-10.921330196078433,,,<,-4.29,1.0,1,0,M104,150,True,1.0
dw1239m1144,189.9787,-11.746,17.31,,16.64,0.29,,0.26,7.06,0.12,1,M104,20.7,9.55,-24.91,11.09,-12.59,-12.85,24.74,0.2,1042.8,208.2,9.0,16.851176470588236,0.197406926521878,17.2594,16.74238823529412,0.2802203924338884,0.1960355889095346,-13.148428235294116,,,,-4.72,1.0,0,0,M104,150,True,1.0
dw1240m1118,190.0392,-11.3139,15.95,,15.13,0.03,,0.03,7.8,0.12,1,M104,52.0,9.55,-24.91,11.09,-13.95,-14.26,22.09,0.08,660.5,16.9,8.79,15.39313725490196,0.0221915397562921,15.896066666666666,15.285035294117646,0.0289898204356096,0.0220371995815694,-14.599075294117648,,,,-4.98,1.0,0,0,M104,150,True,1.0
dw1240m1140,190.0733,-11.6793,18.34,,17.47,0.38,,0.4,6.92,0.12,1,M104,15.5,9.55,-24.91,11.09,-11.56,-11.89,24.54,0.22,1433.7,83.6,4.25,17.750457516339868,0.2927068268997736,18.284955555555555,17.64258431372549,0.3672148817017222,0.2906700505548876,-12.242624313725493,,,<,-5.02,1.0,1,0,M104,150,True,1.0
dw1241m1131,190.2617,-11.5288,19.81,,19.16,0.18,,0.22,6.03,0.13,1,M104,45.9,9.55,-24.91,11.09,-10.09,-10.34,24.56,0.21,344.3,43.1,7.25,19.364248366013072,0.1567281012553203,19.759844444444443,19.25536862745098,0.1739616338005823,0.1556361049890513,-10.63300862745098,,,<,-4.57,1.0,1,0,M104,150,True,1.0
dw1241m1153,190.3002,-11.8916,18.33,,17.61,0.19,,0.17,6.71,0.12,1,M104,66.6,9.55,-24.91,11.09,-11.57,-11.85,25.46,0.1,719.0,86.1,11.19,17.838496732026144,0.1291416108037714,18.278288888888888,17.729937254901962,0.1835925130671754,0.1282445163047734,-12.161977254901965,,,<,-4.14,1.0,1,0,M104,150,True,1.0
