Name,RA,DEC,g_elves_mag,r_elves_mag_orig,i_elves_mag,g_elves_err,r_elves_err_orig,i_elves_err,log_sm,log_sm_err,quenched,HOST,RHOST_KPC,HOST_DIST,HOST_MK,HOST_LOG_SM,Mg,Mv,sb_v,sb_v_err,radius,radius_err,sbf_distance,r_elves_mag,r_elves_err,g_mag,r_mag,g_err,r_err,Mr,l_SFRHa,SFRHa,l_SFRFUV,SFRFUV,quenched_sfr,FUV_upper_limit_flag,Ha_upper_limit_flag,Name_Host,r_cover,Confirmed,Psat
IC4247,201.6875,-30.3625,14.02,13.77,,0.09,0.09,,7.4,0.13,0,NGC5236,186.7,4.7,-23.64,10.37,-14.34,-14.49,20.28,0.11,488.0,23.8,,13.77,0.09,13.9765,13.65975,0.0869938342642741,0.0893722205162208,-14.70185,,-2.78,,-2.18,0.0,0,0,NGC5236,300,True,1.0
ESO444-84,204.3333,-28.0442,14.71,14.5,,0.09,0.09,,7.05,0.13,0,NGC5236,149.6,4.7,-23.64,10.37,-13.65,-13.77,22.72,0.11,542.4,27.0,,14.5,0.09,14.66786,14.38947,0.0869938342642741,0.0893722205162208,-13.965266,,-2.53,,-2.28,0.0,0,0,NGC5236,300,True,1.0
IC4316,205.075,-28.8947,13.68,13.27,,0.09,0.09,,7.83,0.13,0,NGC5236,98.9,4.7,-23.64,10.37,-14.68,-14.92,20.57,0.11,907.8,43.9,,13.27,0.09,13.63106,13.16087,0.0869938342642741,0.0893722205162208,-15.198186,,-2.63,,-2.38,0.0,0,0,NGC5236,300,True,1.0
ESO444-78,204.1292,-29.2342,15.1,14.74,,0.09,0.09,,7.18,0.13,0,NGC5236,52.6,4.7,-23.64,10.37,-13.26,-13.48,22.39,0.11,606.0,30.8,,14.74,0.09,15.05276,14.63052,0.0869938342642741,0.0893722205162208,-13.737455999999998,,-4.42,,-2.77,0.0,0,0,NGC5236,300,True,1.0
KK208,204.15,-29.5708,15.15,14.6,,0.09,0.09,,7.5,0.13,1,NGC5236,25.3,4.7,-23.64,10.37,-13.21,-13.53,26.21,0.11,4074.5,207.4,,14.6,0.09,15.0963,14.49185,0.0869938342642741,0.0893722205162208,-13.866230000000002,<,-5.18,,-5.16,1.0,0,1,NGC5236,300,True,1.0
NGC5264,205.4042,-29.9131,12.26,11.81,,0.08,0.09,,8.46,0.13,0,NGC5236,81.9,4.7,-23.64,10.37,-16.1,-16.36,20.75,0.11,1051.0,49.9,,11.81,0.09,12.2097,11.70115,0.0773405585705197,0.0893717544865266,-16.65477,,-1.92,,-1.83,0.0,0,0,NGC5236,300,True,1.0
KK218,206.6667,-29.9781,17.87,17.12,,0.1,0.1,,6.76,0.13,1,NGC5236,171.8,4.7,-23.64,10.37,-10.49,-10.93,24.49,0.13,328.1,22.8,,17.12,0.1,17.779,16.9935,0.0735847810352113,0.1232717323639122,-11.3689,<,-5.18,<,-4.83,1.0,1,1,NGC5236,300,True,1.0
HIJ1337-33,204.2542,-33.3631,17.39,17.31,,0.09,0.1,,5.76,0.13,0,NGC5236,287.2,4.7,-23.64,10.37,-10.97,-11.02,21.84,0.12,119.4,7.6,,17.31,0.1,17.35228,17.19856,0.0870064572316331,0.0993019984693158,-11.161368,<,-4.81,,-3.52,0.0,0,1,NGC5236,300,True,1.0
dw1350p5441,207.7431,54.6892,17.2,16.77,,0.09,0.1,,6.75,0.13,1,NGC5457,205.1,6.5,-23.12,10.33,-11.87,-12.12,25.48,0.12,719.3,44.5,6.27,16.77,0.1,17.15038,16.66101,0.0870064572316331,0.0993019984693158,-12.406477999999996,,,<,-4.79,1.0,1,0,NGC5457,300,True,1.0
UGC8837,208.6892,53.9043,13.26,12.86,,0.08,0.09,,8.27,0.12,0,NGC5457,149.3,6.5,-23.12,10.33,-15.8,-16.04,22.16,0.11,2467.0,118.4,,12.86,0.09,13.2114,12.7508,0.0773405585705197,0.0893717544865266,-16.31404,,-1.68,,,0.0,0,0,NGC5457,300,True,1.0
UGC8882,209.3112,54.1008,14.96,,14.22,0.09,,0.09,7.75,0.12,1,NGC5457,102.8,6.5,-23.12,10.33,-14.1,-14.39,22.09,0.11,531.5,26.8,6.95,14.455424836601308,0.0665746192688764,14.907844444444445,14.3469568627451,0.0869694613068288,0.0661115987447082,-14.707396862745096,,-4.37,,-4.15,1.0,0,0,NGC5457,300,True,1.0
dw1403p5337,210.7728,53.6147,18.15,,17.74,0.1,,0.1,6.05,0.12,1,NGC5457,83.3,6.5,-23.12,10.33,-10.91,-11.07,26.16,0.13,855.3,62.9,7.58,17.86111111111111,0.0739717991876404,18.105177777777776,17.751133333333335,0.0966327347853654,0.0734573319385647,-11.297973333333331,,,<,-4.76,1.0,1,0,NGC5457,300,True,1.0
dw1403p5356,210.9373,53.9437,18.92,,18.11,0.11,,0.1,6.26,0.12,1,NGC5457,46.8,6.5,-23.12,10.33,-10.15,-10.45,24.95,0.15,430.5,38.0,6.02,18.36967320261438,0.0756559310188547,18.86628888888889,18.26152549019608,0.1062911300899678,0.0751302854175871,-10.786365490196076,,,,-5.27,1.0,0,0,NGC5457,300,True,1.0
NGC5474,211.2561,53.6617,11.18,10.69,,0.08,0.09,,9.26,0.13,0,NGC5457,83.6,6.5,-23.12,10.33,-17.88,-18.17,18.67,0.11,2930.2,138.1,,10.69,0.09,11.12834,10.58143,0.0773405585705197,0.0893717544865266,-18.481354000000003,,-0.89,,-0.69,0.0,0,0,NGC5457,300,True,1.0
NGC5477,211.3863,54.4608,13.86,13.57,,0.09,0.09,,7.82,0.13,0,NGC5457,40.6,6.5,-23.12,10.33,-15.21,-15.37,21.7,0.11,868.4,42.2,,13.57,0.09,13.81514,13.46003,0.0869938342642741,0.0893722205162208,-15.598434,,-1.62,,-1.51,0.0,0,0,NGC5457,300,True,1.0
dw1406p5344,211.708,53.7413,19.36,,18.58,0.12,,0.11,6.05,0.13,1,NGC5457,91.6,6.5,-23.12,10.33,-9.71,-10.0,25.12,0.17,282.2,28.1,6.17,18.82928104575163,0.083047594189078,19.30695555555556,18.720996078431373,0.1159543842196278,0.0824705390319937,-10.328236078431374,,,<,-4.74,1.0,1,0,NGC5457,300,True,1.0
dw1408p5419,212.1561,54.3254,19.37,,18.93,0.12,,0.12,5.6,0.13,1,NGC5457,89.6,6.5,-23.12,10.33,-9.69,-9.86,25.54,0.17,317.2,31.8,7.49,19.06150326797385,0.0887661590251685,19.32451111111111,18.95166274509804,0.1159592817424384,0.0881487983262777,-10.096102745098037,<,-4.59,,,1.0,0,1,NGC5457,300,True,1.0
dw1905m6316,286.4831,-63.2721,18.32,,17.58,0.1,,0.1,6.7,0.12,1,NGC6744,113.2,8.95,-23.58,10.64,-11.44,-11.72,24.12,0.14,411.4,31.2,7.61,17.815424836601306,0.0739717991876404,18.26784444444445,17.7069568627451,0.0966327347853654,0.0734573319385647,-12.0373968627451,,,<,-4.52,1.0,1,0,NGC6744,200,True,1.0
dw1906m6357,286.7415,-63.9636,16.43,,15.68,0.09,,0.09,7.46,0.12,1,NGC6744,50.9,8.95,-23.58,10.64,-13.33,-13.61,23.13,0.11,755.1,42.2,7.31,15.918888888888889,0.0665746192688764,16.37762222222222,15.810466666666668,0.0869694613068288,0.0661115987447082,-13.930106666666669,,,,,,0,0,NGC6744,200,True,1.0
dw1907m6342,286.8439,-63.7064,17.88,,17.26,0.1,,0.1,6.71,0.12,1,NGC6744,47.6,8.95,-23.58,10.64,-11.88,-12.12,22.89,0.13,346.7,24.1,7.99,17.453856209150327,0.0739717991876404,17.83051111111111,17.344839215686278,0.0966327347853654,0.0734573319385647,-12.404879215686272,,,<,-4.48,1.0,1,0,NGC6744,200,True,1.0
dw1908m6343,287.183,-63.7301,14.55,,14.21,0.09,,0.09,7.68,0.12,0,NGC6744,26.7,8.95,-23.58,10.64,-15.21,-15.34,22.48,0.11,1726.2,85.5,5.33,14.30686274509804,0.0665746192688764,14.506733333333337,14.196564705882354,0.0869694613068288,0.0661115987447082,-15.549004705882352,,,,-2.02,0.0,0,0,NGC6744,200,True,1.0
dw1911m6413,287.8437,-64.2226,14.41,,13.94,0.09,,0.09,7.9,0.12,0,NGC6744,63.3,8.95,-23.58,10.64,-15.35,-15.53,23.34,0.11,1556.4,76.7,,14.0818954248366,0.0665746192688764,14.363844444444444,13.972192156862745,0.0869694613068288,0.0661115987447082,-15.774232156862746,,,,,,0,0,NGC6744,200,True,1.0
dw1859m6402,284.8605,-64.0396,19.67,,19.01,0.13,,0.12,6.05,0.13,1,NGC6744,179.4,8.95,-23.58,10.64,-10.09,-10.34,24.67,0.18,285.4,31.3,,19.217712418300657,0.0904401594666827,19.619622222222223,19.10887843137256,0.1256176413261516,0.0898116886704495,-10.635718431372547,,,,,,0,0,NGC6744,200,False,0.45
dw1901m6315,285.3732,-63.2594,17.96,,17.46,0.1,,0.1,6.53,0.12,1,NGC6744,171.6,8.95,-23.58,10.64,-11.8,-11.99,25.37,0.13,778.2,55.0,,17.61228758169935,0.0739717991876404,17.91317777777778,17.502721568627454,0.0966327347853654,0.0734573319385647,-12.242361568627455,,,,,,0,0,NGC6744,200,False,0.95
dw1903m6449,285.843,-64.8277,19.44,,18.7,0.12,,0.11,6.24,0.13,1,NGC6744,186.2,8.95,-23.58,10.64,-10.32,-10.6,24.04,0.17,308.9,31.6,,18.935424836601307,0.083047594189078,19.387844444444447,18.8269568627451,0.1159543842196278,0.0824705390319937,-10.9173968627451,,,,,,0,0,NGC6744,200,False,0.45
dw1903m6405,285.9146,-64.0985,20.39,,19.86,0.15,,0.15,5.59,0.15,1,NGC6744,111.2,8.95,-23.58,10.64,-9.37,-9.57,25.29,0.23,240.1,33.4,,20.02267973856209,0.1109576987814606,20.34251111111111,19.91325098039216,0.144949102178048,0.1101859979078471,-9.83049098039216,,,,,,0,0,NGC6744,200,False,0.65
dw1909m6341,287.2847,-63.6853,17.9,,17.43,0.1,,0.1,6.52,0.12,1,NGC6744,29.0,8.95,-23.58,10.64,-11.86,-12.04,23.64,0.13,358.7,25.0,,17.5718954248366,0.0739717991876404,17.853844444444444,17.462192156862745,0.0966327347853654,0.0734573319385647,-12.284232156862746,,,,,,0,0,NGC6744,200,False,0.5
dw1912m6432,288.0953,-64.5419,19.68,,19.06,0.13,,0.12,5.99,0.13,1,NGC6744,115.8,8.95,-23.58,10.64,-10.08,-10.32,24.34,0.18,255.0,28.0,,19.253856209150324,0.0904401594666827,19.63051111111111,19.144839215686275,0.1256176413261516,0.0898116886704495,-10.604879215686276,,,,,,0,0,NGC6744,200,False,0.4
